0	1.000+1.000i
1	0.957+-1.000i
2	0.836+1.000i
3	0.657+-1.000i
4	0.451+1.000i
5	0.252+-1.000i
6	0.094+1.000i
7	0.005+-1.000i
8	0.000+1.000i
9	0.081+0.000i
10	0.235+0.000i
11	0.436+0.000i
12	0.652+0.000i
13	0.844+0.000i
14	0.980+0.000i
15	1.036+0.000i
16	1.000+0.000i
17	0.877+0.000i
18	0.686+0.000i
19	0.459+0.000i
20	0.233+0.000i
21	0.047+0.000i
22	-0.065+0.000i
23	-0.083+0.000i
24	0.000+0.000i
25	0.173+0.000i
26	0.409+0.000i
27	0.669+0.000i
28	0.910+0.000i
29	1.090+0.000i
30	1.174+0.000i
31	1.144+0.000i
32	1.000+0.000i
33	0.761+0.000i
34	0.463+0.000i
35	0.156+0.000i
36	-0.109+0.000i
37	-0.283+0.000i
38	-0.330+0.000i
39	-0.234+0.000i
40	-0.000+0.000i
41	0.340+0.000i
42	0.736+0.000i
43	1.124+0.000i
44	1.435+0.000i
45	1.609+0.000i
46	1.601+0.000i
47	1.394+0.000i
48	1.000+0.000i
49	0.466+0.000i
50	-0.135+0.000i
51	-0.707+0.000i
52	-1.148+0.000i
53	-1.361+0.000i
54	-1.265+0.000i
55	-0.814+0.000i
56	-0.000+0.000i
57	1.141+0.000i
58	2.530+0.000i
59	4.054+0.000i
60	5.577+0.000i
61	6.954+0.000i
62	8.050+0.000i
63	8.756+0.000i
64	9.000+0.000i
65	8.756+0.000i
66	8.050+0.000i
67	6.954+0.000i
68	5.577+0.000i
69	4.054+0.000i
70	2.530+0.000i
71	1.141+0.000i
72	0.000+0.000i
73	-0.814+0.000i
74	-1.265+0.000i
75	-1.361+0.000i
76	-1.148+0.000i
77	-0.707+0.000i
78	-0.135+0.000i
79	0.466+0.000i
80	1.000+0.000i
81	1.394+0.000i
82	1.601+0.000i
83	1.609+0.000i
84	1.435+0.000i
85	1.124+0.000i
86	0.736+0.000i
87	0.340+0.000i
88	0.000+0.000i
89	-0.234+0.000i
90	-0.330+0.000i
91	-0.283+0.000i
92	-0.109+0.000i
93	0.156+0.000i
94	0.463+0.000i
95	0.761+0.000i
96	1.000+0.000i
97	1.144+0.000i
98	1.174+0.000i
99	1.090+0.000i
100	0.910+0.000i
101	0.669+0.000i
102	0.409+0.000i
103	0.173+0.000i
104	-0.000+0.000i
105	-0.083+0.000i
106	-0.065+0.000i
107	0.047+0.000i
108	0.233+0.000i
109	0.459+0.000i
110	0.686+0.000i
111	0.877+0.000i
112	1.000+0.000i
113	1.036+0.000i
114	0.980+0.000i
115	0.844+0.000i
116	0.652+0.000i
117	0.436+0.000i
118	0.235+0.000i
119	0.081+0.000i
120	-0.000+0.000i
121	0.005+0.000i
122	0.094+0.000i
123	0.252+0.000i
124	0.451+0.000i
125	0.657+0.000i
126	0.836+0.000i
127	0.957+0.000i
