0	1024.000+-0.000i
1	1023.981+512.000i
2	1023.923+0.000i
3	1023.827+-0.000i
4	1023.692+0.000i
5	1023.518+-0.000i
6	1023.306+0.000i
7	1023.056+0.000i
8	1022.767+0.000i
9	1022.439+0.000i
10	1022.073+0.000i
11	1021.668+0.000i
12	1021.225+0.000i
13	1020.744+0.000i
14	1020.224+-0.000i
15	1019.666+-0.000i
16	1019.069+-0.000i
17	1018.434+-0.000i
18	1017.761+0.000i
19	1017.049+-0.000i
20	1016.299+0.000i
21	1015.511+-0.000i
22	1014.684+-0.000i
23	1013.820+-0.000i
24	1012.917+-0.000i
25	1011.976+-0.000i
26	1010.997+0.000i
27	1009.979+0.000i
28	1008.924+0.000i
29	1007.831+-0.000i
30	1006.700+-0.000i
31	1005.531+-0.000i
32	1004.324+-0.000i
33	1003.079+-0.000i
34	1001.797+-0.000i
35	1000.477+-0.000i
36	999.119+0.000i
37	997.724+-0.000i
38	996.291+0.000i
39	994.820+-0.000i
40	993.312+-0.000i
41	991.767+0.000i
42	990.184+-0.000i
43	988.564+0.000i
44	986.907+-0.000i
45	985.212+-0.000i
46	983.481+0.000i
47	981.712+-0.000i
48	979.907+0.000i
49	978.065+-0.000i
50	976.185+0.000i
51	974.269+0.000i
52	972.317+-0.000i
53	970.328+0.000i
54	968.302+-0.000i
55	966.240+0.000i
56	964.141+0.000i
57	962.006+-0.000i
58	959.835+0.000i
59	957.628+0.000i
60	955.385+0.000i
61	953.105+-0.000i
62	950.790+-0.000i
63	948.439+0.000i
64	946.053+-0.000i
65	943.630+0.000i
66	941.173+-0.000i
67	938.679+-0.000i
68	936.151+-0.000i
69	933.587+0.000i
70	930.988+0.000i
71	928.354+-0.000i
72	925.685+0.000i
73	922.981+-0.000i
74	920.243+-0.000i
75	917.469+0.000i
76	914.662+0.000i
77	911.819+-0.000i
78	908.943+0.000i
79	906.032+-0.000i
80	903.087+-0.000i
81	900.109+-0.000i
82	897.096+0.000i
83	894.049+0.000i
84	890.969+-0.000i
85	887.855+0.000i
86	884.708+-0.000i
87	881.528+-0.000i
88	878.314+0.000i
89	875.067+0.000i
90	871.788+0.000i
91	868.475+0.000i
92	865.130+0.000i
93	861.752+-0.000i
94	858.342+0.000i
