0	-0.000+0.000i
1	6.283+-0.000i
2	12.566+0.000i
3	18.848+-0.000i
4	25.130+0.000i
5	31.411+0.000i
6	37.691+0.000i
7	43.969+0.000i
8	50.245+-0.000i
9	56.520+0.000i
10	62.792+-0.000i
11	69.063+-0.000i
12	75.330+0.000i
13	81.595+-0.000i
14	87.856+-0.000i
15	94.115+-0.000i
16	100.370+0.000i
17	106.621+0.000i
18	112.868+-0.000i
19	119.110+0.000i
20	125.349+0.000i
21	131.582+-0.000i
22	137.811+0.000i
23	144.034+0.000i
24	150.252+0.000i
25	156.464+-0.000i
26	162.671+-0.000i
27	168.871+-0.000i
28	175.065+-0.000i
29	181.252+0.000i
30	187.433+-0.000i
31	193.606+-0.000i
32	199.772+0.000i
33	205.931+-0.000i
34	212.082+-0.000i
35	218.225+0.000i
36	224.360+0.000i
37	230.486+0.000i
38	236.604+0.000i
39	242.712+0.000i
40	248.812+0.000i
41	254.902+-0.000i
42	260.982+-0.000i
43	267.053+-0.000i
44	273.114+-0.000i
45	279.164+-0.000i
46	285.204+-0.000i
47	291.233+0.000i
48	297.252+-0.000i
49	303.259+-0.000i
50	309.254+-0.000i
51	315.238+0.000i
52	321.210+-0.000i
53	327.170+0.000i
54	333.118+0.000i
55	339.053+0.000i
56	344.975+0.000i
57	350.885+-0.000i
58	356.781+0.000i
59	362.663+-0.000i
60	368.533+-0.000i
61	374.388+-0.000i
62	380.229+0.000i
63	386.056+-0.000i
64	391.868+-0.000i
65	397.665+-0.000i
66	403.448+0.000i
67	409.215+-0.000i
68	414.967+-0.000i
69	420.703+0.000i
70	426.424+0.000i
71	432.128+-0.000i
72	437.816+0.000i
73	443.488+0.000i
74	449.143+-0.000i
75	454.781+0.000i
76	460.402+0.000i
77	466.006+-0.000i
78	471.592+0.000i
79	477.160+0.000i
80	482.710+-0.000i
81	488.242+-0.000i
82	493.756+-0.000i
83	499.251+-0.000i
84	504.728+-0.000i
85	510.185+-0.000i
86	515.623+-0.000i
87	521.042+0.000i
88	526.441+0.000i
89	531.821+-0.000i
90	537.180+0.000i
