max:	18.652581	min:	-16.746391
std:	4.597165
0	1
1	0
2	0
3	1
4	2
5	2
6	2
7	3
8	3
9	3
10	6
11	8
12	6
13	15
14	18
15	19
16	15
17	22
18	24
19	31
20	39
21	53
22	52
23	63
24	73
25	89
26	94
27	90
28	108
29	143
30	133
31	133
32	170
33	177
34	191
35	227
36	212
37	246
38	231
39	255
40	281
41	279
42	248
43	305
44	309
45	287
46	335
47	326
48	283
49	295
50	324
51	289
52	280
53	298
54	266
55	248
56	232
57	223
58	199
59	185
60	169
61	146
62	138
63	151
64	109
65	111
66	95
67	102
68	76
69	68
70	72
71	51
72	37
73	43
74	35
75	17
76	28
77	18
78	15
79	8
80	6
81	10
82	11
83	6
84	4
85	3
86	0
87	5
88	2
89	4
90	0
91	2
92	1
93	3
94	0
95	0
96	0
97	1
98	0
99	0
