0	265
1	741
2	1252
3	1662
4	2175
5	2668
6	3239
7	3787
8	4192
9	4597
10	5057
11	5543
12	5972
13	6385
14	6815
15	7455
16	7742
17	8360
18	8548
19	9025
20	9511
21	9890
22	10220
23	10640
24	11073
25	11377
26	11495
27	11832
28	12080
29	12539
30	12776
31	13254
32	13455
33	13772
34	13716
35	14073
36	14223
37	14433
38	14711
39	14857
40	14916
41	14940
42	15162
43	15263
44	15484
45	15482
46	15600
47	15855
48	15952
49	15771
50	15692
51	15729
52	15569
53	15554
54	15366
55	15689
56	15293
57	15385
58	15102
59	15353
60	15007
61	14582
62	14701
63	14366
64	13958
65	13859
66	13489
67	13405
68	13116
69	12724
70	12567
71	12378
72	11983
73	11647
74	11286
75	10925
76	10496
77	10136
78	9945
79	9372
80	9050
81	8758
82	8171
83	7730
84	7428
85	7001
86	6543
87	5909
88	5598
89	5017
90	4585
91	4110
92	3746
93	3131
94	2630
95	2231
96	1673
97	1233
98	705
99	245
